id	chromosom	version	taxon	definition	organism	kingdom	phylum	class	order	family	genus	species
NC_007760	NC_007760	NC_007760.1	290397	Anaeromyxobacter dehalogenans 2CP-C, complete genome.	Anaeromyxobacter dehalogenans 2CP-C	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	
NC_007761	NC_007761	NC_007761.1	347834	Rhizobium etli CFN 42, complete genome.	Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	
NC_007775	NC_007775	NC_007775.1	321327	Synechococcus sp. JA-3-3Ab, complete genome.	Synechococcus sp. JA-3-3Ab	Bacteria	Cyanobacteria	null	Chroococcales	null	Synechococcus	null	
NC_007777	NC_007777	NC_007777.1	106370	Frankia sp. CcI3, complete genome.	Frankia sp. CcI3	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	null	
NC_007778	NC_007778	NC_007778.1	316058	Rhodopseudomonas palustris HaA2, complete genome.	Rhodopseudomonas palustris HaA2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	
NC_007794	NC_007794	NC_007794.1	279238	Novosphingobium aromaticivorans DSM 12444, complete genome.	Novosphingobium aromaticivorans DSM 12444	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans	
NC_007798	NC_007798	NC_007798.1	222891	Neorickettsia sennetsu strain Miyayama, complete genome.	Neorickettsia sennetsu str. Miyayama	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia sennetsu	
NC_007880	NC_007880	NC_007880.1	376619	Francisella tularensis subsp. holarctica LVS complete genome.	Francisella tularensis subsp. holarctica LVS	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	
NC_007907	NC_007907	NC_007907.1	138119	Desulfitobacterium hafniense Y51 DNA, complete genome.	Desulfitobacterium hafniense Y51	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	
NC_007925	NC_007925	NC_007925.1	316056	Rhodopseudomonas palustris BisB18, complete genome.	Rhodopseudomonas palustris BisB18	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	
NC_007947	NC_007947	NC_007947.1	265072	Methylobacillus flagellatus KT, complete genome.	Methylobacillus flagellatus KT	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus	
NC_007948	NC_007948	NC_007948.1	296591	Polaromonas sp. JS666, complete genome.	Polaromonas sp. JS666	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	null	
NC_007958	NC_007958	NC_007958.1	316057	Rhodopseudomonas palustris BisB5, complete genome.	Rhodopseudomonas palustris BisB5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	
NC_007963	NC_007963	NC_007963.1	290398	Chromohalobacter salexigens DSM 3043, complete genome.	Chromohalobacter salexigens DSM 3043	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens	
NC_007964	NC_007964	NC_007964.1	323097	Nitrobacter hamburgensis X14, complete genome.	Nitrobacter hamburgensis X14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	
NC_007969	NC_007969	NC_007969.1	335284	Psychrobacter cryohalolentis K5, complete genome.	Psychrobacter cryohalolentis K5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis	
NC_007973	NC_007973	NC_007973.1	266264	Cupriavidus metallidurans CH34, complete genome.	Cupriavidus metallidurans CH34	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus metallidurans	
NC_008009	NC_008009	NC_008009.1	204669	Candidatus Koribacter versatilis Ellin345, complete genome.	Candidatus Koribacter versatilis Ellin345	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis	
NC_008027	NC_008027	NC_008027.1	384676	Pseudomonas entomophila str. L48 chromosome,complete sequence.	Pseudomonas entomophila L48	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas entomophila	
NC_008095	NC_008095	NC_008095.1	246197	Myxococcus xanthus DK 1622, complete genome.	Myxococcus xanthus DK 1622	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	
NC_008146	NC_008146	NC_008146.1	164756	Mycobacterium sp. MCS, complete genome.	Mycobacterium sp. MCS	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	null	
NC_008148	NC_008148	NC_008148.1	266117	Rubrobacter xylanophilus DSM 9941, complete genome.	Rubrobacter xylanophilus DSM 9941	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	
NC_008149	NC_008149	NC_008149.1	377628	Yersinia pestis Nepal516, complete genome.	Yersinia pestis Nepal516	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	
NC_008150	NC_008150	NC_008150.1	360102	Yersinia pestis Antiqua, complete genome.	Yersinia pestis Antiqua	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	
NC_008245	NC_008245	NC_008245.1	393115	Francisella tularensis subsp. tularensis strain FSC 198 complete	Francisella tularensis subsp. tularensi	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	
NC_008254	NC_008254	NC_008254.1	266779	Chelativorans sp. BNC1, complete genome.	Chelativorans sp. BNC1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans	null	
NC_008255	NC_008255	NC_008255.1	269798	Cytophaga hutchinsonii ATCC 33406, complete genome.	Cytophaga hutchinsonii ATCC 33406	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii	
NC_008261	NC_008261	NC_008261.1	195103	Clostridium perfringens ATCC 13124, complete genome.	Clostridium perfringens ATCC 13124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	
NC_008268	NC_008268	NC_008268.1	101510	Rhodococcus jostii RHA1, complete genome.	Rhodococcus jostii RHA1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus jostii	
NC_008278	NC_008278	NC_008278.1	326424	Frankia alni str. ACN14A chromosome, complete sequence.	Frankia alni ACN14a	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia alni	
NC_008313	NC_008313,NC_008314	NC_008313.1,NC_008314.1	381666	Ralstonia eutropha H16 chromosome 1.	Ralstonia eutropha H16	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	
NC_008343	NC_008343	NC_008343.1	391165	Granulibacter bethesdensis CGDNIH1, complete genome.	Granulibacter bethesdensis CGDNIH1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Granulibacter bethesdensis	
NC_008380	NC_008380	NC_008380.1	216596	Rhizobium leguminosarum bv. viciae chromosome complete genome,	Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	
NC_008390	NC_008390,NC_008391,NC_008392	NC_008390.1,NC_008391.1,NC_008392.1	339670	Burkholderia ambifaria AMMD chromosome 1, complete sequence.	Burkholderia ambifaria AMMD	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	
NC_008435	NC_008435	NC_008435.1	316055	Rhodopseudomonas palustris BisA53, complete genome.	Rhodopseudomonas palustris BisA53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	
NC_008463	NC_008463	NC_008463.1	208963	Pseudomonas aeruginosa UCBPP-PA14, complete genome.	Pseudomonas aeruginosa UCBPP-PA14	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
NC_008497	NC_008497	NC_008497.1	387344	Lactobacillus brevis ATCC 367, complete genome.	Lactobacillus brevis ATCC 367	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis	
NC_008508	NC_008508,NC_008509	NC_008508.1,NC_008509.1	355276	Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome 1,	Leptospira borgpetersenii serovar Hardjo-bovi	Bacteria	Spirochaetes	Spirochaetia	null	Leptospiraceae	Leptospira	Leptospira borgpetersenii	
NC_008510	NC_008510,NC_008511	NC_008510.1,NC_008511.1	355277	Leptospira borgpetersenii serovar Hardjo-bovis JB197 chromosome 1,	Leptospira borgpetersenii serovar Hardjo-bovi	Bacteria	Spirochaetes	Spirochaetia	null	Leptospiraceae	Leptospira	Leptospira borgpetersenii	
NC_008536	NC_008536	NC_008536.1	234267	Solibacter usitatus Ellin6076, complete genome.	Candidatus Solibacter usitatus Ellin6076	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus	
NC_008541	NC_008541	NC_008541.1	290399	Arthrobacter sp. FB24, complete genome.	Arthrobacter sp. FB24	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	null	
NC_008542	NC_008542,NC_008543,NC_008544	NC_008542.1,NC_008543.1,NC_008544.1	331272	Burkholderia cenocepacia HI2424 chromosome 1, complete sequence.	Burkholderia cenocepacia HI2424	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	
NC_008593	NC_008593	NC_008593.1	386415	Clostridium novyi NT, complete genome.	Clostridium novyi NT	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium novyi	
NC_008595	NC_008595	NC_008595.1	243243	Mycobacterium avium 104, complete genome.	Mycobacterium avium 104	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	
NC_008609	NC_008609	NC_008609.1	338966	Pelobacter propionicus DSM 2379, complete genome.	Pelobacter propionicus DSM 2379	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter propionicus	
NC_008639	NC_008639	NC_008639.1	290317	Chlorobium phaeobacteroides DSM 266, complete genome.	Chlorobium phaeobacteroides DSM 266	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	
NC_008699	NC_008699	NC_008699.1	196162	Nocardioides sp. JS614, complete genome.	Nocardioides sp. JS614	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	null	
NC_008700	NC_008700	NC_008700.1	326297	Shewanella amazonensis SB2B, complete genome.	Shewanella amazonensis SB2B	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis	
NC_008702	NC_008702	NC_008702.1	62928	Azoarcus sp. BH72, complete genome.	Azoarcus sp. BH72	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	null	
NC_008705	NC_008705	NC_008705.1	189918	Mycobacterium sp. KMS, complete genome.	Mycobacterium sp. KMS	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	null	
NC_008710	NC_008710	NC_008710.1	314724	Borrelia turicatae 91E135, complete genome.	Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia turicatae	
NC_008711	NC_008711	NC_008711.1	290340	Arthrobacter aurescens TC1, complete genome.	Arthrobacter aurescens TC1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter aurescens	
NC_008740	NC_008740	NC_008740.1	351348	Marinobacter aquaeolei VT8, complete genome.	Marinobacter hydrocarbonoclasticus VT8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	
NC_008752	NC_008752	NC_008752.1	397945	Acidovorax citrulli AAC00-1, complete genome.	Acidovorax citrulli AAC00-1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax citrulli	
NC_008781	NC_008781	NC_008781.1	365044	Polaromonas naphthalenivorans CJ2, complete genome.	Polaromonas naphthalenivorans CJ2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	
NC_008782	NC_008782	NC_008782.1	232721	Acidovorax sp. JS42, complete genome.	Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	null	
NC_008786	NC_008786	NC_008786.1	391735	Verminephrobacter eiseniae EF01-2, complete genome.	Verminephrobacter eiseniae EF01-2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter eiseniae	
NC_008789	NC_008789	NC_008789.1	349124	Halorhodospira halophila SL1, complete genome.	Halorhodospira halophila SL1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	
NC_008825	NC_008825	NC_008825.1	420662	Methylibium petroleiphilum PM1, complete genome.	Methylibium petroleiphilum PM1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	null	Methylibium	Methylibium petroleiphilum	
NC_009012	NC_009012	NC_009012.1	203119	Clostridium thermocellum ATCC 27405, complete genome.	Ruminiclostridium thermocellum ATCC 27405	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	
NC_009049	NC_009049,NC_009050	NC_009049.1,NC_009050.1	349101	Rhodobacter sphaeroides ATCC 17029 chromosome 1, complete sequence.	Rhodobacter sphaeroides ATCC 17029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	
NC_009074	NC_009074,NC_009075	NC_009074.1,NC_009075.1	320373	Burkholderia pseudomallei 668 chromosome I, complete sequence.	Burkholderia pseudomallei 668	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	
NC_009077	NC_009077	NC_009077.1	164757	Mycobacterium sp. JLS, complete genome.	Mycobacterium sp. JLS	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	null	
NC_009076	NC_009076,NC_009078	NC_009076.1,NC_009078.1	357348	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	Burkholderia pseudomallei 1106a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	
NC_009142	NC_009142	NC_009142.1	405948	Saccharopolyspora erythraea NRRL2338 complete genome.	Saccharopolyspora erythraea NRRL 2338	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora erythraea	
NC_009256	NC_009256,NC_009255,NC_009254	NC_009256.1,NC_009255.1,NC_009254.1	269482	Burkholderia vietnamiensis G4 chromosome 1, complete sequence.	Burkholderia vietnamiensis G4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	
NC_009328	NC_009328	NC_009328.1	420246	Geobacillus thermodenitrificans NG80-2, complete genome.	Geobacillus thermodenitrificans NG80-2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermodenitrificans	
NC_009338	NC_009338	NC_009338.1	350054	Mycobacterium gilvum PYR-GCK, complete genome.	Mycobacterium gilvum PYR-GCK	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gilvum	
NC_009342	NC_009342	NC_009342.1	340322	Corynebacterium glutamicum R DNA, complete genome.	Corynebacterium glutamicum R	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	
NC_009380	NC_009380	NC_009380.1	369723	Salinispora tropica CNB-440, complete genome.	Salinispora tropica CNB-440	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora tropica	
NC_009428	NC_009428	NC_009428.1	349102	Rhodobacter sphaeroides ATCC 17025, complete genome.	Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	
NC_009434	NC_009434	NC_009434.1	379731	Pseudomonas stutzeri A1501, complete genome.	Pseudomonas stutzeri A1501	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	
NC_009436	NC_009436	NC_009436.1	399742	Enterobacter sp. 638, complete genome.	Enterobacter sp. 638	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	null	
NC_009438	NC_009438	NC_009438.1	319224	Shewanella putrefaciens CN-32, complete genome.	Shewanella putrefaciens CN-32	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella putrefaciens	
NC_009439	NC_009439	NC_009439.1	399739	Pseudomonas mendocina ymp, complete genome.	Pseudomonas mendocina ymp	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	
NC_009441	NC_009441	NC_009441.1	376686	Flavobacterium johnsoniae UW101, complete genome.	Flavobacterium johnsoniae UW101	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae	
NC_009445	NC_009445	NC_009445.1	114615	Bradyrhizobium sp. ORS278,complete sequence.	Bradyrhizobium sp. ORS 278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	null	
NC_009455	NC_009455	NC_009455.1	216389	Dehalococcoides sp. BAV1, complete genome.	Dehalococcoides mccartyi BAV1	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	
NC_009464	NC_009464	NC_009464.1	351160	Methanocella arvoryzae MRE50 complete genome.	Methanocella arvoryzae MRE50	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae	
NC_009480	NC_009480	NC_009480.1	443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382 complete	Clavibacter michiganensis subsp. michiganensi	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	
NC_009483	NC_009483	NC_009483.1	351605	Geobacter uraniireducens Rf4, complete genome.	Geobacter uraniireducens Rf4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter uraniireducens	
NC_009484	NC_009484	NC_009484.1	349163	Acidiphilium cryptum JF-5, complete genome.	Acidiphilium cryptum JF-5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum	
NC_009494	NC_009494	NC_009494.2	400673	Legionella pneumophila str. Corby, complete genome.	Legionella pneumophila str. Corby	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	
NC_009505	NC_009505,NC_009504	NC_009505.1,NC_009504.1	444178	Brucella ovis ATCC 25840 chromosome I, complete sequence.	Brucella ovis ATCC 25840	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ovis	
NC_009511	NC_009511	NC_009511.1	392499	Sphingomonas wittichii RW1, complete genome.	Sphingomonas wittichii RW1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii	
NC_009512	NC_009512	NC_009512.1	351746	Pseudomonas putida F1, complete genome.	Pseudomonas putida F1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	
