Strain,Soil,Root,Rhizosphere,Sludge,Sand,mud,rhizome,sediment,nodule,Soil2,Root2,Rhizosphere2,Sludge2,Sand2,mud2,rhizome2,sediment2,nodule2,total_words,final
Shewanella_denitrificans_OS217,5,0,0,0,1,0,0,5,0,1.259445844,0,0,0,0.251889169,0,0,1.259445844,0,397,0
Shewanella_frigidimarina_NCIMB_400,1,0,0,0,0,0,0,9,0,0.239808153,0,0,0,0,0,0,2.158273381,0,417,0
Shewanella_halifaxensis_HAW-EB4,1,0,0,1,0,0,0,9,0,0.246305419,0,0,0.246305419,0,0,0,2.216748768,0,406,0
Shewanella_loihica_PV-4,2,0,0,2,2,0,0,4,0,0.488997555,0,0,0.488997555,0.488997555,0,0,0.97799511,0,409,0
Shewanella_piezotolerans_WP3,0,0,1,0,0,0,0,8,0,0,0,0.296735905,0,0,0,0,2.37388724,0,337,0
Shewanella_sediminis_HAW-EB3,0,1,0,0,0,0,0,9,0,0,0.280898876,0,0,0,0,0,2.528089888,0,356,0
Shewanella_sp._MR-4,2,0,1,1,0,0,0,6,0,0.371747212,0,0.185873606,0.185873606,0,0,0,1.115241636,0,538,0
Shewanella_sp._MR-7,3,0,0,1,0,0,0,5,0,0.630252101,0,0,0.210084034,0,0,0,1.050420168,0,476,0
Shewanella_sp._W3-18-1,1,0,0,0,1,0,0,7,0,0.240384615,0,0,0,0.240384615,0,0,1.682692308,0,416,0
Shewanella_violacea_DSS12,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1.272264631,0,1.272264631,0,393,0
Shewanella_woodyi_MS32_ATCC_51908,1,0,0,1,0,0,0,4,0,0.34965035,0,0,0.34965035,0,0,0,1.398601399,0,286,0
Simiduia_agarivorans_SA1,3,0,1,2,4,0,0,3,0,0.742574257,0,0.247524752,0.495049505,0.99009901,0,0,0.742574257,0,404,0
Slackia_heliotrinireducens_RHS_1_DSM_20476,1,0,0,0,0,0,0,1,0,1.204819277,0,0,0,0,0,0,1.204819277,0,83,0
Sodalis_glossinidius_morsitans,2,0,1,0,4,0,0,0,0,0.484261501,0,0.242130751,0,0.968523002,0,0,0,0,413,0
Sphaerochaeta_coccoides_SPN1_DSM_17374,1,0,0,0,0,1,0,1,0,0.483091787,0,0,0,0,0.483091787,0,0.483091787,0,207,0
Sphingopyxis_alaskensis_RB2256,10,1,1,0,1,0,0,1,2,2.518891688,0.251889169,0.251889169,0,0.251889169,0,0,0.251889169,0.503778338,397,0
Staphylococcus_aureus_aureus_11819-97,5,2,0,0,0,0,0,1,0,1.483679525,0.59347181,0,0,0,0,0,0.296735905,0,337,0
Staphylococcus_aureus_aureus_JKD6008,1,5,0,0,1,1,2,0,0,0.205338809,1.026694045,0,0,0.205338809,0.205338809,0.410677618,0,0,487,0
Staphylococcus_aureus_aureus_MSHR1132,1,1,0,0,0,0,0,0,0,0.757575758,0.757575758,0,0,0,0,0,0,0,132,0
Staphylococcus_aureus_aureus_Mu3,1,3,0,2,1,1,0,1,0,0.210084034,0.630252101,0,0.420168067,0.210084034,0.210084034,0,0.210084034,0,476,0
Staphylococcus_aureus_aureus_N315,6,1,0,0,2,0,0,1,0,1.327433628,0.221238938,0,0,0.442477876,0,0,0.221238938,0,452,0
Staphylococcus_aureus_aureus_TCH60,3,2,0,0,1,0,0,0,0,0.882352941,0.588235294,0,0,0.294117647,0,0,0,0,340,0
Staphylococcus_aureus_Bmb9393,5,2,0,0,1,0,1,0,0,1.366120219,0.546448087,0,0,0.273224044,0,0.273224044,0,0,366,0
Staphylococcus_lugdunensis_HKU09-01,3,4,0,0,2,0,0,0,1,0.726392252,0.968523002,0,0,0.484261501,0,0,0,0.242130751,413,0
Staphylococcus_pseudintermedius_HKU10-03,2,4,1,0,1,0,0,0,0,0.503778338,1.007556675,0.251889169,0,0.251889169,0,0,0,0,397,0
Staphylothermus_marinus_F1_DSM_3639,2,1,1,0,0,2,0,5,0,0.505050505,0.252525253,0.252525253,0,0,0.505050505,0,1.262626263,0,396,0
Streptococcus_agalactiae_NEM316,3,5,0,0,0,0,0,0,0,0.69124424,1.152073733,0,0,0,0,0,0,0,434,0
Streptococcus_constellatus_pharyngis_C1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Streptococcus_constellatus_pharyngis_C232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Streptococcus_constellatus_pharyngis_C818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Streptococcus_dysgalactiae_equisimilis_AC-2713,0,3,0,0,0,0,0,0,0,0,1.369863014,0,0,0,0,0,0,0,219,0
Streptococcus_dysgalactiae_equisimilis_D166B_ATCC_12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Streptococcus_equi_zooepidemicus_H70,3,2,0,0,2,0,0,0,0,0.961538462,0.641025641,0,0,0.641025641,0,0,0,0,312,0
Streptococcus_equi_zooepidemicus_MGCS10565,4,3,1,0,1,0,0,1,0,0.911161731,0.683371298,0.227790433,0,0.227790433,0,0,0.227790433,0,439,0
Streptococcus_gallolyticus_gallolyticus_ATCC_43143,2,3,0,1,0,0,0,0,0,0.638977636,0.958466454,0,0.319488818,0,0,0,0,0,313,0
Streptococcus_gallolyticus_gallolyticus_ATCC_BAA-2069,1,1,1,0,0,0,0,0,0,0.609756098,0.609756098,0.609756098,0,0,0,0,0,0,164,0
Streptococcus_mutans_LJ23,1,7,0,1,0,0,0,1,0,0.218340611,1.528384279,0,0.218340611,0,0,0,0.218340611,0,458,0
Streptococcus_mutans_NN2025,3,4,0,1,0,0,0,1,0,0.771208226,1.028277635,0,0.257069409,0,0,0,0.257069409,0,389,0
Streptococcus_mutans_UA159,1,15,1,0,0,0,0,0,0,0.22172949,3.32594235,0.22172949,0,0,0,0,0,0,451,0
Streptococcus_oralis_Uo5,2,7,0,0,1,0,0,0,0,0.440528634,1.54185022,0,0,0.220264317,0,0,0,0,454,0
Streptococcus_parasanguinis_ATCC_15912,3,6,0,0,1,0,0,1,1,0.729927007,1.459854015,0,0,0.243309002,0,0,0.243309002,0.243309002,411,0
Streptococcus_parasanguinis_FW213,2,5,0,0,2,0,0,0,0,0.426439232,1.066098081,0,0,0.426439232,0,0,0,0,469,0
Streptococcus_pasteurianus_ATCC_43144,0,3,0,1,0,0,0,0,1,0,1.477832512,0,0.492610837,0,0,0,0,0.492610837,203,0
Streptococcus_pneumoniae_Hungary19A-6,2,7,0,0,0,0,0,0,0,0.386847195,1.353965184,0,0,0,0,0,0,0,517,0
Streptococcus_pneumoniae_ST556,3,1,0,0,0,0,1,0,0,1.327433628,0.442477876,0,0,0,0,0.442477876,0,0,226,0
Streptococcus_pneumoniae_TCH843119A,2,2,0,0,0,0,0,1,0,0.651465798,0.651465798,0,0,0,0,0,0.325732899,0,307,0
Streptococcus_pneumoniae_TIGR4,2,4,0,0,1,1,0,0,0,0.456621005,0.913242009,0,0,0.228310502,0.228310502,0,0,0,438,0
Streptococcus_pseudopneumoniae_IS7493,2,5,0,0,0,0,0,2,0,0.566572238,1.416430595,0,0,0,0,0,0.566572238,0,353,0
Streptococcus_pyogenes_Alab49,4,0,0,0,3,0,0,0,0,1.294498382,0,0,0,0.970873786,0,0,0,0,309,0
Streptococcus_pyogenes_M18_MGAS8232,2,4,1,0,0,0,0,1,0,0.473933649,0.947867299,0.236966825,0,0,0,0,0.236966825,0,422,0
Streptococcus_pyogenes_MGAS15252,0,1,0,0,1,0,0,0,0,0,0.900900901,0,0,0.900900901,0,0,0,0,111,0
Streptococcus_salivarius_CCHSS3,0,2,0,0,0,0,0,2,0,0,1.351351351,0,0,0,0,0,1.351351351,0,148,0
Streptococcus_salivarius_JIM8777,3,2,0,0,2,0,0,2,0,0.765306122,0.510204082,0,0,0.510204082,0,0,0.510204082,0,392,0
Streptococcus_sanguinis_SK36,2,6,0,0,2,0,0,0,0,0.466200466,1.398601399,0,0,0.466200466,0,0,0,0,429,0
Streptococcus_sp._I-G2,3,4,0,0,1,1,0,1,0,0.614754098,0.819672131,0,0,0.204918033,0.204918033,0,0.204918033,0,488,0
Streptococcus_sp._I-P16,1,6,1,0,1,0,0,1,1,0.19047619,1.142857143,0.19047619,0,0.19047619,0,0,0.19047619,0.19047619,525,0
Streptococcus_suis_P17,5,1,0,1,0,0,0,0,0,1.061571125,0.212314225,0,0.212314225,0,0,0,0,0,471,0
Sulfolobus_acidocaldarius_SUSAZ,4,1,1,0,2,2,0,3,0,0.97799511,0.244498778,0.244498778,0,0.488997555,0.488997555,0,0.733496333,0,409,0
Sulfolobus_solfataricus_P2,2,3,0,0,1,1,0,0,0,0.483091787,0.724637681,0,0,0.241545894,0.241545894,0,0,0,414,0
Sulfurimonas_autotrophica_OK10_DSM_16294,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.724137931,0,174,0
Sulfurimonas_denitrificans_DSM_1251,0,1,0,0,0,4,0,3,0,0,0.264550265,0,0,0,1.058201058,0,0.793650794,0,378,0
Sulfurovum_sp._NBC37-1,1,1,0,0,1,1,0,4,1,0.217864924,0.217864924,0,0,0.217864924,0.217864924,0,0.871459695,0.217864924,459,0
Synechococcus_elongatus_PCC_6301,4,1,1,0,1,1,0,0,0,0.961538462,0.240384615,0.240384615,0,0.240384615,0.240384615,0,0,0,416,0
Synechococcus_elongatus_PCC_7942,1,1,0,0,1,4,0,0,0,0.241545894,0.241545894,0,0,0.241545894,0.966183575,0,0,0,414,0
Synechococcus_sp._CC9311,4,1,0,0,1,0,0,1,0,1.002506266,0.250626566,0,0,0.250626566,0,0,0.250626566,0,399,0
Synechococcus_sp._CC9605,1,6,0,0,1,0,0,1,0,0.226244344,1.357466063,0,0,0.226244344,0,0,0.226244344,0,442,0
Synechococcus_sp._CC9902,1,5,0,0,2,0,0,0,0,0.231481481,1.157407407,0,0,0.462962963,0,0,0,0,432,0
Synechococcus_sp._KORDI-100,5,0,0,0,2,0,0,3,1,0.968992248,0,0,0,0.387596899,0,0,0.581395349,0.19379845,516,0
Synechococcus_sp._KORDI-49,3,0,0,0,2,0,0,3,1,0.647948164,0,0,0,0.431965443,0,0,0.647948164,0.215982721,463,0
Synechococcus_sp._KORDI-52,2,0,0,0,1,0,0,7,1,0.417536534,0,0,0,0.208768267,0,0,1.461377871,0.208768267,479,0
Synechococcus_sp._PCC_7002,2,1,0,0,1,2,0,0,1,0.469483568,0.234741784,0,0,0.234741784,0.469483568,0,0,0.234741784,426,0
Synechococcus_sp._RCC_307,1,5,0,1,1,1,0,0,0,0.189393939,0.946969697,0,0.189393939,0.189393939,0.189393939,0,0,0,528,0
Synechococcus_sp._WH_7803,5,0,0,0,0,0,0,1,0,1.077586207,0,0,0,0,0,0,0.215517241,0,464,0
Synechococcus_sp._WH_8109,3,2,0,0,0,1,0,2,0,0.731707317,0.487804878,0,0,0,0.243902439,0,0.487804878,0,410,0
Synechococcus_sp._WH8102,2,5,0,0,0,0,0,0,0,0.451467269,1.128668172,0,0,0,0,0,0,0,443,0
Synergistetes_bacterium_SGP1,4,3,0,3,1,0,0,0,0,0.875273523,0.656455142,0,0.656455142,0.218818381,0,0,0,0,457,0
Tannerella_forsythensis_ATCC_43037,2,8,0,0,0,0,0,0,0,0.386100386,1.544401544,0,0,0,0,0,0,0,518,0
Taylorella_asinigenitalis_MCE3,3,1,0,0,0,1,0,0,0,1.435406699,0.4784689,0,0,0,0.4784689,0,0,0,209,0
Taylorella_equigenitalis_ATCC_35865,2,0,0,0,0,1,0,0,0,1.342281879,0,0,0,0,0.67114094,0,0,0,149,0
Taylorella_equigenitalis_MCE9,5,1,1,0,1,0,0,0,1,1.329787234,0.265957447,0.265957447,0,0.265957447,0,0,0,0.265957447,376,0
Teredinibacter_turnerae_T7901,6,3,1,0,0,1,0,0,0,1.496259352,0.748129676,0.249376559,0,0,0.249376559,0,0,0,401,0
Thalassolituus_oleivorans_MIL-1,3,0,0,0,0,0,0,5,0,0.791556728,0,0,0,0,0,0,1.319261214,0,379,0
Thermococcus_sp._CL1,5,0,2,0,2,0,0,1,0,1.160092807,0,0.464037123,0,0.464037123,0,0,0.232018561,0,431,0
Thermococcus_sp._ES1,6,0,1,0,0,0,0,2,0,1.496259352,0,0.249376559,0,0,0,0,0.498753117,0,401,0
Thermodesulfatator_indicus_CIR29812_DSM_15286,0,2,0,0,0,0,0,1,0,0,1.62601626,0,0,0,0,0,0.81300813,0,123,0
Thermodesulfobacterium_geofontis_OPF15,2,0,0,0,0,0,0,3,0,1.129943503,0,0,0,0,0,0,1.694915254,0,177,0
Thermofilum_pendens_Hrk_5,1,4,2,1,0,0,0,1,0,0.263157895,1.052631579,0.526315789,0.263157895,0,0,0,0.263157895,0,380,0
Thermoproteus_neutrophilus_V24Sta,3,3,1,0,0,0,0,2,0,0.802139037,0.802139037,0.267379679,0,0,0,0,0.534759358,0,374,0
Thermosediminibacter_oceani_JWIW-1228P_DSM_16646,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.408163265,0,1.224489796,0,245,0
Thermosipho_melanesiensis_BI429,2,5,0,1,0,0,0,1,0,0.571428571,1.428571429,0,0.285714286,0,0,0,0.285714286,0,350,0
Thermosynechococcus_elongatus_BP-1,4,2,0,0,0,3,0,0,2,0.97799511,0.488997555,0,0,0,0.733496333,0,0,0.488997555,409,0
Thermotoga_maritima_MSB8,3,2,0,1,0,1,0,3,0,0.759493671,0.506329114,0,0.253164557,0,0.253164557,0,0.759493671,0,395,0
Thermotoga_maritima_MSB8_DSM_3109,1,5,0,0,0,1,0,2,0,0.227272727,1.136363636,0,0,0,0.227272727,0,0.454545455,0,440,0
Thermovibrio_ammonificans_HB-1_DSM_15698,0,2,0,0,0,0,0,0,0,0,1.226993865,0,0,0,0,0,0,0,163,0
Thermus_oshimai_JL-2,3,0,0,2,0,0,0,5,0,0.657894737,0,0,0.438596491,0,0,0,1.096491228,0,456,0
Thermus_scotoductus_SA-01_ATCC_700910,2,0,0,1,0,0,0,2,0,0.573065903,0,0,0.286532951,0,0,0,0.573065903,0,349,0
Thermus_sp._CCB_US3_UF1,0,0,0,1,0,0,0,0,0,0,0,0,1.470588235,0,0,0,0,0,68,0
Thermus_thermophilus_HB27,2,2,0,1,1,0,0,2,0,0.496277916,0.496277916,0,0.248138958,0.248138958,0,0,0.496277916,0,403,0
Thermus_thermophilus_HB8,1,3,0,1,1,0,0,2,0,0.243902439,0.731707317,0,0.243902439,0.243902439,0,0,0.487804878,0,410,0
Thermus_thermophilus_JL-18,4,1,0,0,0,0,0,4,0,0.954653938,0.238663484,0,0,0,0,0,0.954653938,0,419,0
Thiomicrospira_crunogena_XCL-2,0,1,1,0,0,0,0,6,0,0,0.253164557,0.253164557,0,0,0,0,1.518987342,0,395,0
Treponema_pallidum_pallidum_Sea_81-4,4,1,0,0,1,1,0,0,0,0.896860987,0.224215247,0,0,0.224215247,0.224215247,0,0,0,446,0
Treponema_succinifaciens_6091_DSM_2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Trichodesmium_erythraeum_IMS101,1,3,0,1,2,0,0,1,0,0.23923445,0.717703349,0,0.23923445,0.4784689,0,0,0.23923445,0,418,0
Truepera_radiovictrix_RQ-24_DSM_17093,1,1,0,0,0,2,0,1,0,0.431034483,0.431034483,0,0,0,0.862068966,0,0.431034483,0,232,0
uncultured_marine_group_II_euryarchaeote,2,3,0,0,0,0,0,11,0,0.405679513,0.60851927,0,0,0,0,0,2.231237323,0,493,0
Veillonella_parvula_Te3_DSM_2008,3,0,0,0,0,0,0,0,0,2.054794521,0,0,0,0,0,0,0,0,146,0
Verrucosispora_maris_AB-18-032,2,0,0,0,0,0,0,9,0,0.515463918,0,0,0,0,0,0,2.319587629,0,388,0
Vibrio_alginolyticus_ATCC_17749,3,0,0,0,2,1,0,3,0,0.67264574,0,0,0,0.448430493,0.224215247,0,0.67264574,0,446,0
Vibrio_anguillarum_775_ATCC_68554,1,0,0,0,1,0,0,3,0,0.346020761,0,0,0,0.346020761,0,0,1.038062284,0,289,0
Vibrio_fischeri_ES114,2,1,1,0,1,0,0,2,1,0.417536534,0.208768267,0.208768267,0,0.208768267,0,0,0.417536534,0.208768267,479,0
Vibrio_fischeri_MJ11,2,3,0,0,0,0,0,3,1,0.447427293,0.67114094,0,0,0,0,0,0.67114094,0.223713647,447,0
Vibrio_furnissii_251074_NCTC_11218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Vibrio_harveyi_BB120_ATCC_BAA-1116,3,1,0,0,1,0,0,1,0,0.715990453,0.238663484,0,0,0.238663484,0,0,0.238663484,0,419,0
Vibrio_sp._EJY3,1,0,1,2,1,1,0,4,0,0.240963855,0,0.240963855,0.481927711,0.240963855,0.240963855,0,0.963855422,0,415,0
Vibrio_sp._Ex25,3,0,0,0,1,1,0,4,0,0.647948164,0,0,0,0.215982721,0.215982721,0,0.863930886,0,463,0
Vibrio_splendidus_LGP32,1,1,0,0,0,0,0,6,0,0.243309002,0.243309002,0,0,0,0,0,1.459854015,0,411,0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis,4,3,0,0,6,0,0,0,0,0.884955752,0.663716814,0,0,1.327433628,0,0,0,0,452,0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_morsitans,2,2,1,0,5,0,0,0,0,0.435729847,0.435729847,0.217864924,0,1.089324619,0,0,0,0,459,0
Wolbachia_endosymbiont_Cameroon_of_Onchocerca_volvulus,0,0,0,0,2,0,0,0,4,0,0,0,0,0.361663653,0,0,0,0.723327306,553,0
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel,2,3,0,0,1,0,1,0,1,0.515463918,0.773195876,0,0,0.257731959,0,0.257731959,0,0.257731959,388,0
Wolbachia_endosymbiont_of_Drosophila_melanogaster,4,3,0,0,0,0,1,0,0,0.911161731,0.683371298,0,0,0,0,0.227790433,0,0,439,0
Wolbachia_endosymbiont_of_Drosophila_simulans_wHa,1,3,0,0,2,0,0,1,0,0.182149362,0.546448087,0,0,0.364298725,0,0,0.182149362,0,549,0
Wolbachia_endosymbiont_of_Drosophila_simulans_wNo,3,5,0,0,2,0,0,0,0,0.495049505,0.825082508,0,0,0.330033003,0,0,0,0,606,0
Wolbachia_endosymbiont_TRS_of_Brugia_malayi,2,0,0,0,8,0,0,0,2,0.352112676,0,0,0,1.408450704,0,0,0,0.352112676,568,0
Wolbachia_endosymbiont_wPip_Mol_of_Culex_molestus,0,0,0,0,4,0,0,0,0,0,0,0,0,2.162162162,0,0,0,0,185,0
Wolbachia_sp._wOo,4,0,0,1,5,1,1,0,1,0.688468158,0,0,0.17211704,0.860585198,0.17211704,0.17211704,0,0.17211704,581,0
Wolbachia_sp._wRi,2,2,0,1,8,0,0,0,1,0.371057514,0.371057514,0,0.185528757,1.484230056,0,0,0,0.185528757,539,0
Wolinella_succinogenes_DSM_1740,5,3,0,0,0,0,0,3,0,1.253132832,0.751879699,0,0,0,0,0,0.751879699,0,399,0
Yersinia_enterocolitica_palearctica_sv_O34_Y11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Yersinia_pseudotuberculosis_IP_31758,4,3,0,0,0,0,0,2,0,0.980392157,0.735294118,0,0,0,0,0,0.490196078,0,408,0
Zobellia_galactanivorans_DsijT,1,2,1,0,2,0,0,8,1,0.283286119,0.566572238,0.283286119,0,0.566572238,0,0,2.266288952,0.283286119,353,0
Zunongwangia_profunda_SM-A87,1,0,1,0,0,0,0,6,0,0.277777778,0,0.277777778,0,0,0,0,1.666666667,0,360,0
Ketogulonicigenium_spWB0104,1,1,0,0,0,0,0,0,0,1.075268817,1.075268817,0,0,0,0,0,0,0,93,1
Pseudomonas_stutzeri_CMTA9_DSM_4166,3,0,3,0,0,0,0,0,0,1.10701107,0,1.10701107,0,0,0,0,0,0,271,1
Pseudomonas_syringae_pv_tomato_DC3000,4,4,2,0,0,0,0,0,0,0.938967136,0.938967136,0.469483568,0,0,0,0,0,0,426,1
Rhizobium_etli_bv_mimosae_IE4771,6,0,1,0,0,0,0,0,5,0.998336106,0,0.166389351,0,0,0,0,0,0.831946755,601,1
Rhizobium_leguminosarum_bv_trifolii_CB782,2,6,0,0,1,0,0,0,8,0.392156863,1.176470588,0,0,0.196078431,0,0,0,1.568627451,510,1
Rhizobium_leguminosarum_bv_trifolii_WSM1325,4,5,0,0,0,0,0,0,6,0.93676815,1.170960187,0,0,0,0,0,0,1.405152225,427,1
Rhizobium_leguminosarum_bv_trifolii_WSM2304,2,7,0,0,0,0,0,0,8,0.487804878,1.707317073,0,0,0,0,0,0,1.951219512,410,1
Rhizobium_leguminosarum_bv_viciae_3841,4,3,3,0,0,0,0,0,2,0.907029478,0.680272109,0.680272109,0,0,0,0,0,0.453514739,441,1
Salmonella_enterica_enterica_sv_Gallinarum_RKS5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Salmonella_enterica_enterica_sv_Newport_USMARC-S31241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Streptomyces_scabiei_8722,8,3,0,0,0,0,0,0,0,1.995012469,0.748129676,0,0,0,0,0,0,0,401,1
Sulfolobus_islandicus_M1627,1,4,1,0,0,1,0,3,0,0.250626566,1.002506266,0.250626566,0,0,0.250626566,0,0.751879699,0,399,1
Sulfolobus_islandicus_M164,1,6,1,0,0,0,0,1,0,0.238095238,1.428571429,0.238095238,0,0,0,0,0.238095238,0,420,1
Acetobacter_pasteurianus_386B,3,2,0,0,0,0,0,0,0,0.970873786,0.647249191,0,0,0,0,0,0,0,309,1
Acetobacter_pasteurianus_IFO_3283-01,4,0,2,2,1,1,0,1,0,0.99009901,0,0.495049505,0.495049505,0.247524752,0.247524752,0,0.247524752,0,404,1
Acetobacter_pasteurianus_IFO_3283-01-42C,3,0,0,1,1,1,0,1,0,1.195219124,0,0,0.398406375,0.398406375,0.398406375,0,0.398406375,0,251,1
Acetobacter_pasteurianus_IFO_3283-03,3,0,0,1,2,1,0,1,0,0.909090909,0,0,0.303030303,0.606060606,0.303030303,0,0.303030303,0,330,1
Acetobacter_pasteurianus_IFO_3283-07,2,0,0,1,2,1,0,1,0,0.73800738,0,0,0.36900369,0.73800738,0.36900369,0,0.36900369,0,271,1
Acetobacter_pasteurianus_IFO_3283-12,1,0,0,0,2,1,0,1,0,0.5,0,0,0,1,0.5,0,0.5,0,200,1
Acetobacter_pasteurianus_IFO_3283-22,2,0,0,1,2,1,0,1,0,0.680272109,0,0,0.340136054,0.680272109,0.340136054,0,0.340136054,0,294,1
Acetobacter_pasteurianus_IFO_3283-26,2,0,0,1,2,1,0,1,0,0.680272109,0,0,0.340136054,0.680272109,0.340136054,0,0.340136054,0,294,1
Acetobacter_pasteurianus_IFO_3283-32,2,0,0,1,2,1,0,1,0,0.746268657,0,0,0.373134328,0.746268657,0.373134328,0,0.373134328,0,268,1
Acetobacterium_woodii_WB1_DSM_1030,4,1,0,1,0,1,0,2,0,1.179941003,0.294985251,0,0.294985251,0,0.294985251,0,0.589970501,0,339,1
Acholeplasma_brassicae_0502_ATCC_49388,1,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,44,1
Acholeplasma_laidlawii_PG-8A,4,3,0,0,0,2,0,1,1,0.950118765,0.712589074,0,0,0,0.475059382,0,0.237529691,0.237529691,421,1
Acholeplasma_palmae_J233_ATCC_49389,1,0,0,0,1,0,0,0,0,1.162790698,0,0,0,1.162790698,0,0,0,0,86,1
Achromobacter_xylosoxidans_A8,12,0,0,1,0,0,0,0,0,3.647416413,0,0,0.303951368,0,0,0,0,0,329,1
Achromobacter_xylosoxidans_NBRC_15126_ATCC_27061,3,1,0,0,0,0,0,0,0,1.271186441,0.423728814,0,0,0,0,0,0,0,236,1
Achromobacter_xylosoxidans_NH44784-1996,8,1,0,1,0,0,0,0,0,2.266288952,0.283286119,0,0.283286119,0,0,0,0,0,353,1
Acidiphilium_cryptum_JF-5,3,0,1,0,1,0,0,13,0,0.737100737,0,0.245700246,0,0.245700246,0,0,3.194103194,0,407,1
Acidiphilium_multivorum_AIU301,3,0,2,0,1,0,0,1,1,0.659340659,0,0.43956044,0,0.21978022,0,0,0.21978022,0.21978022,455,1
Acidithiobacillus_ferrivorans_SS3,3,0,0,0,6,0,0,0,0,0.726392252,0,0,0,1.452784504,0,0,0,0,413,1
Acidithiobacillus_ferrooxidans_ATCC_23270,2,2,0,0,3,0,0,1,0,0.420168067,0.420168067,0,0,0.630252101,0,0,0.210084034,0,476,1
Acidobacterium_capsulatum_ATCC_51196,9,2,0,0,0,0,0,0,0,2.535211268,0.563380282,0,0,0,0,0,0,0,355,1
Acidovorax_avenae_avenae_ATCC_19860,6,0,1,4,0,0,0,0,0,1.366742597,0,0.227790433,0.911161731,0,0,0,0,0,439,1
Acidovorax_avenae_citrulli_AAC00-1,7,0,0,1,0,0,0,0,0,1.502145923,0,0,0.214592275,0,0,0,0,0,466,1
Acidovorax_ebreus_TPSY,5,0,0,1,0,0,0,7,0,1.416430595,0,0,0.283286119,0,0,0,1.983002833,0,353,1
Acidovorax_sp._JS42,3,0,0,5,0,0,0,1,0,0.724637681,0,0,1.207729469,0,0,0,0.241545894,0,414,1
Acidovorax_sp._KKS102,7,0,0,2,0,0,0,1,0,2.071005917,0,0,0.591715976,0,0,0,0.295857988,0,338,1
Acinetobacter_baumannii_BJAB07104,1,1,0,0,0,0,0,0,0,1.063829787,1.063829787,0,0,0,0,0,0,0,94,1
Acinetobacter_baumannii_BJAB0715,1,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,75,1
Acinetobacter_baumannii_BJAB0868,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,100,1
Acinetobacter_baylyi_ADP1,9,0,0,0,1,0,0,0,0,2.200488998,0,0,0,0.244498778,0,0,0,0,409,1
Acinetobacter_calcoaceticus_PHEA-2,9,0,0,2,0,0,0,0,0,2.179176755,0,0,0.484261501,0,0,0,0,0,413,1
Acinetobacter_sp._DR1,9,0,0,1,0,0,0,1,0,2.189781022,0,0,0.243309002,0,0,0,0.243309002,0,411,1
Actinoplanes_friuliensis_DSM_7358,6,2,0,0,0,0,0,0,0,1.829268293,0.609756098,0,0,0,0,0,0,0,328,1
Actinoplanes_missouriensis_NBRC_102363,10,1,0,0,0,0,0,1,1,2.958579882,0.295857988,0,0,0,0,0,0.295857988,0.295857988,338,1
Actinoplanes_sp._N902-109,7,2,0,0,0,0,0,1,0,1.866666667,0.533333333,0,0,0,0,0,0.266666667,0,375,1
Actinoplanes_sp._SE50110,6,2,0,0,0,0,0,1,1,1.41509434,0.471698113,0,0,0,0,0,0.235849057,0.235849057,424,1
Advenella_kashmirensis_WT001,7,0,0,2,1,0,0,0,0,1.71990172,0,0,0.491400491,0.245700246,0,0,0,0,407,1
Advenella_mimigardefordensis_DPN7_DSM_17166,4,0,0,1,0,0,0,0,0,1.709401709,0,0,0.427350427,0,0,0,0,0,234,1
Agrobacterium_sp._H13-3,9,0,5,0,0,0,0,0,0,2.472527473,0,1.373626374,0,0,0,0,0,0,364,1
Agrobacterium_tumefaciens_C58-UWash,6,2,3,0,0,0,0,0,1,1.181102362,0.393700787,0.590551181,0,0,0,0,0,0.196850394,508,1
Agrobacterium_tumefaciens_LBA4213_(Ach5),1,2,0,0,0,0,0,0,0,0.699300699,1.398601399,0,0,0,0,0,0,0,143,1
Agrobacterium_tumefaciens_WRT31,1,3,5,0,0,0,0,1,0,0.265251989,0.795755968,1.326259947,0,0,0,0,0.265251989,0,377,1
Agrobacterium_vitis_S4,3,9,0,0,0,0,0,0,0,0.717703349,2.153110048,0,0,0,0,0,0,0,418,1
